Date,Client,Product,Quantity,Revenue
2026-01-06,Client D,Product 4,34.0,2600
2026-03-01,Client G,Product 2,35.0,3803
2026-01-16,Client D,Product 4,5.0,870
2026-03-24,Client J,Product 2,29.0,4383
2026-01-23,Client J,Product 1,20.0,4108
2026-03-28,Client A,Product 3,36.0,793
2026-01-03,Client H,Product 5,29.0,1925
2026-02-24,Client C,Product 4,1.0,4109
2026-02-21,Client A,Product 4,38.0,2921
2026-02-17,Client J,Product 5,38.0,552
2026-03-24,Client G,Product 1,23.0,4235
2026-01-20,Client J,Product 5,21.0,4493
2026-01-27,Client C,Product 2,48.0,1559
2026-01-17,Client H,Product 1,22.0,1137
2026-03-06,Client D,Product 2,40.0,117
2026-01-13,Client G,Product 2,21.0,4084
2026-01-25,Client G,Product 4,38.0,4293
2026-02-28,Client J,Product 2,27.0,386
2026-02-28,Client C,Product 3,5.0,2204
2026-03-20,Client J,Product 5,16.0,3724
2026-01-18,Client B,Product 1,6.0,4960
2026-03-31,Client C,Product 4,31.0,734
2026-02-08,Client F,Product 2,20.0,4347
2026-01-06,Client C,Product 1,40.0,3530
2026-01-08,Client D,Product 1,45.0,4608
2026-01-13,Client C,Product 2,13.0,3892
2026-02-01,Client D,Product 2,22.0,2273
2026-02-07,Client G,Product 4,44.0,1172
2026-01-08,Client C,Product 1,4.0,3236
2026-03-07,Client C,Product 3,47.0,566
2026-02-14,Client C,Product 4,42.0,1762
2026-03-25,Client G,Product 5,14.0,2436
2026-03-28,Client E,Product 4,17.0,3601
2026-01-29,Client H,Product 2,24.0,4022
2026-02-10,Client F,Product 4,8.0,4170
2026-03-19,Client F,Product 3,9.0,3187
2026-03-08,Client J,Product 2,6.0,493
2026-03-15,Client B,Product 1,2.0,4652
2026-01-22,Client D,Product 5,39.0,175
2026-03-25,Client C,Product 3,45.0,3186
2026-02-01,Client G,Product 4,28.0,4809
2026-02-08,Client B,Product 2,35.0,4482
2026-01-30,Client G,Product 3,14.0,4465
2026-01-05,Client F,Product 4,1.0,4063
2026-02-14,Client I,Product 4,5.0,4103
2026-02-11,Client I,Product 2,43.0,4982
2026-01-20,Client J,Product 3,20.0,3090
2026-03-14,Client I,Product 4,24.0,1420
2026-01-28,Client A,Product 5,36.0,1972
2026-01-26,Client E,Product 4,47.0,3263
2026-03-13,Client A,Product 4,22.0,774
2026-02-10,Client G,Product 4,49.0,2736
2026-02-13,Client F,Product 3,20.0,333
2026-01-26,Client H,Product 2,1.0,855
2026-03-07,Client F,Product 2,30.0,482
2026-01-30,Client A,Product 1,48.0,4747
2026-03-27,Client A,Product 5,27.0,3687
2026-03-16,Client D,Product 2,12.0,4937
2026-01-02,Client J,Product 4,32.0,2753
2026-02-17,Client G,Product 2,9.0,3792
2026-02-04,Client G,Product 4,40.0,4690
2026-03-11,Client J,Product 1,44.0,699
2026-01-23,Client I,Product 3,21.0,628
2026-03-22,Client D,Product 2,17.0,4488
2026-03-28,Client D,Product 2,4.0,4759
2026-02-26,Client J,Product 2,5.0,4520
2026-03-30,Client A,Product 1,39.0,575
2026-03-01,Client G,Product 1,44.0,3124
2026-01-15,Client A,Product 4,7.0,3375
2026-01-17,Client A,Product 4,21.0,4253
2026-01-12,Client E,Product 4,47.0,638
2026-03-01,Client B,Product 3,31.0,830
2026-03-25,Client E,Product 4,38.0,2622
2026-03-03,Client I,Product 2,31.0,571
2026-03-21,Client J,Product 5,2.0,792
2026-01-11,Client A,Product 3,19.0,4152
2026-03-24,Client H,Product 1,21.0,3822
2026-01-17,Client F,Product 3,37.0,4615
2026-02-02,Client E,Product 4,44.0,4152
2026-01-31,Client A,Product 5,48.0,984
2026-01-30,Client H,Product 5,30.0,1605
2026-01-21,Client I,Product 1,49.0,756
2026-03-11,Client C,Product 4,44.0,4110
2026-02-23,Client C,Product 1,8.0,3533
2026-01-13,Client E,Product 2,35.0,758
2026-02-17,Client F,Product 1,10.0,532
2026-03-03,Client I,Product 3,15.0,4633
2026-01-11,Client C,Product 5,20.0,295
2026-03-07,Client E,Product 4,13.0,2582
2026-01-22,Client F,Product 5,33.0,3352
2026-02-22,Client A,Product 3,40.0,3594
2026-01-16,Client D,Product 5,37.0,4013
2026-03-24,Client B,Product 1,3.0,1348
2026-02-28,Client G,Product 5,37.0,1316
2026-02-15,Client I,Product 2,9.0,239
2026-03-11,Client J,Product 3,49.0,612
2026-01-07,Client G,Product 5,43.0,2426
2026-01-28,Client J,Product 3,2.0,882
2026-01-13,Client E,Product 3,46.0,2263
2026-03-28,Client E,Product 3,12.0,2852
2026-01-09,Client J,Product 5,1.0,275
2026-01-22,Client I,Product 4,21.0,206
2026-02-22,Client H,Product 5,7.0,3745
2026-03-16,Client B,Product 4,6.0,4832
2026-03-25,Client H,Product 1,29.0,889
2026-02-10,Client A,Product 2,23.0,2289
2026-02-28,Client J,Product 3,18.0,3730
2026-02-01,Client E,Product 1,46.0,3360
2026-02-21,Client F,Product 2,18.0,2899
2026-03-26,Client C,Product 4,24.0,2570
2026-03-20,Client I,Product 1,11.0,4011
2026-02-20,Client J,Product 3,12.0,366
2026-02-06,Client B,Product 4,6.0,825
2026-03-01,Client H,Product 1,25.0,254
2026-02-13,Client J,Product 4,28.0,4494
2026-03-16,Client I,Product 5,9.0,3667
2026-02-21,Client E,Product 1,14.0,1194
2026-02-22,Client F,Product 5,18.0,4034
2026-01-09,Client C,Product 1,37.0,2874
2026-01-15,Client E,Product 2,34.0,1177
2026-01-15,Client E,Product 2,34.0,1177
2026-02-22,Client D,Product 4,48.0,107
2026-03-28,Client G,Product 5,46.0,1685
2026-01-17,Client E,Product 2,48.0,2744
2026-01-30,Client G,Product 4,18.0,4642
2026-03-12,Client H,Product 5,49.0,2622
2026-01-17,Client F,Product 5,8.0,3285
2026-01-03,Client C,Product 4,13.0,3182
2026-03-24,Client B,Product 3,31.0,1602
2026-02-04,Client A,Product 5,,3868
2026-02-03,Client B,Product 3,49.0,3251
2026-01-09,Client C,Product 2,26.0,2496
2026-01-20,Client G,Product 1,5.0,1579
2026-01-07,Client E,Product 1,12.0,4630
2026-03-17,Client F,Product 5,1.0,1863
2026-03-16,Client F,Product 4,23.0,1084
2026-01-23,Client J,Product 1,20.0,4108
2026-03-18,Client F,Product 3,5.0,4644
2026-01-07,Client D,Product 1,40.0,4618
2026-02-18,Client J,Product 2,3.0,2145
2026-03-25,Client G,Product 5,14.0,2436
2026-03-06,Client B,Product 5,5.0,2265
2026-03-02,Client B,Product 1,34.0,3370
2026-03-09,Client H,Product 1,46.0,1462
2026-01-21,Client F,Product 5,39.0,1955
2026-01-21,Client E,Product 1,43.0,557
2026-03-25,Client J,Product 2,32.0,688
2026-01-22,Client B,Product 2,45.0,3319
2026-01-01,Client F,Product 1,10.0,718
2026-02-06,Client E,Product 1,48.0,3505
2026-02-05,Client I,Product 2,13.0,432
2026-02-08,Client C,Product 5,14.0,1583
2026-01-29,Client F,Product 2,49.0,2101
2026-03-27,Client J,Product 3,11.0,4734
2026-02-03,Client J,Product 4,27.0,1820
2026-01-17,Client H,Product 1,5.0,4119
2026-02-06,Client G,Product 4,7.0,871
2026-02-15,Client H,Product 5,47.0,1620
2026-03-03,Client F,Product 2,40.0,738
2026-01-17,Client F,Product 1,39.0,4951
2026-01-14,Client D,Product 2,31.0,4833
2026-03-24,Client B,Product 1,39.0,1231
2026-01-30,Client I,Product 3,36.0,1157
2026-02-09,Client A,Product 3,35.0,2411
2026-03-04,Client D,Product 3,2.0,1517
2026-02-14,Client E,Product 1,25.0,2650
2026-01-26,Client I,Product 4,27.0,470
2026-03-04,Client H,Product 4,27.0,4856
2026-02-13,Client I,Product 2,30.0,1333
2026-01-08,Client F,Product 1,23.0,4681
2026-02-15,Client C,Product 5,49.0,363
2026-03-29,Client J,Product 1,1.0,4307
2026-02-01,Client C,Product 1,18.0,3505
2026-02-17,Client G,Product 2,9.0,2656
2026-01-09,Client H,Product 5,43.0,1833
2026-02-13,Client H,Product 1,3.0,2598
2026-03-22,Client B,Product 5,19.0,426
2026-03-12,Client A,Product 3,40.0,4110
2026-03-29,Client I,Product 3,49.0,4805
2026-03-12,Client A,Product 3,47.0,3788
2026-03-17,Client A,Product 3,19.0,1641
2026-01-28,Client G,Product 1,45.0,262
2026-01-03,Client A,Product 2,20.0,2327
2026-02-27,Client I,Product 1,30.0,2645
2026-01-23,Client J,Product 3,1.0,1946
2026-01-23,Client H,Product 3,28.0,967
2026-02-11,Client B,Product 1,13.0,1577
2026-01-28,Client I,Product 5,14.0,2459
2026-02-11,Client B,Product 4,41.0,4530
2026-01-18,Client G,Product 1,49.0,297
2026-02-13,Client A,Product 5,38.0,3622
2026-03-02,Client A,Product 5,6.0,443
2026-01-19,Client D,Product 3,22.0,4872
2026-02-19,Client H,Product 1,49.0,4961
2026-02-03,Client B,Product 2,27.0,2126
2026-02-24,Client J,Product 4,38.0,1166
2026-02-19,Client B,Product 5,48.0,1405
2026-03-27,Client C,Product 5,10.0,2257
2026-03-11,Client A,Product 1,23.0,3431
2026-01-01,Client E,Product 1,1.0,3664
2026-01-27,Client G,Product 2,17.0,1681
2026-03-21,Client I,Product 5,12.0,1427
2026-03-09,Client J,Product 5,21.0,3940
2026-01-09,Client F,Product 5,12.0,4724
2026-03-22,Client B,Product 5,13.0,1559
2026-03-05,Client J,Product 3,7.0,3495
2026-03-18,Client D,Product 3,44.0,4323
2026-01-11,Client G,Product 1,26.0,1171
2026-02-04,Client C,Product 1,24.0,1364
2026-03-12,Client E,Product 2,44.0,3131
2026-01-03,Client I,Product 1,7.0,3625
2026-03-29,Client I,Product 2,13.0,472
2026-01-07,Client B,Product 2,35.0,3067
2026-02-19,Client A,Product 5,26.0,3455
2026-02-23,Client F,Product 2,49.0,3142
2026-02-13,Client D,Product 1,14.0,2816
2026-03-12,Client H,Product 1,24.0,584
2026-01-06,Client D,Product 2,37.0,193
2026-02-02,Client C,Product 4,47.0,4669
2026-02-15,Client E,Product 3,14.0,644
2026-01-10,Client E,Product 1,23.0,1156
2026-03-05,Client G,Product 2,23.0,1829
2026-02-13,Client B,Product 3,14.0,1429
2026-01-23,Client D,Product 4,46.0,703
2026-01-07,Client G,Product 4,14.0,3480
2026-01-10,Client I,Product 2,47.0,2189
2026-01-09,Client C,Product 2,46.0,978
2026-01-09,Client E,Product 5,45.0,4506
2026-03-21,Client C,Product 2,,4600
2026-01-07,Client D,Product 3,1.0,587
2026-02-10,Client E,Product 3,19.0,4926
2026-03-14,Client F,Product 3,4.0,681
2026-01-22,Client H,Product 1,42.0,3591
2026-01-18,Client C,Product 1,5.0,2757
2026-02-22,Client C,Product 4,48.0,4592
2026-02-17,Client B,Product 2,36.0,1686
2026-02-04,Client H,Product 1,28.0,2344
2026-03-23,Client B,Product 3,44.0,3060
2026-01-29,Client E,Product 1,3.0,1848
2026-03-31,Client E,Product 3,45.0,4906
2026-02-10,Client G,Product 1,,4259
2026-01-11,Client D,Product 5,8.0,714
2026-02-26,Client E,Product 3,15.0,577
2026-01-06,Client H,Product 5,20.0,4151
2026-01-05,Client C,Product 1,35.0,2469
2026-01-21,Client G,Product 5,46.0,366
2026-03-29,Client F,Product 3,25.0,3607
2026-03-23,Client D,Product 3,39.0,2194
2026-01-20,Client C,Product 2,36.0,3891
2026-03-06,Client F,Product 1,8.0,2388
2026-03-09,Client I,Product 1,27.0,822
2026-02-03,Client I,Product 4,12.0,1034
2026-02-09,Client J,Product 3,28.0,4257
2026-03-05,Client B,Product 5,,4770
2026-03-05,Client B,Product 3,6.0,2589
2026-03-04,Client F,Product 1,31.0,3537
2026-02-09,Client D,Product 2,1.0,3253
2026-02-21,Client F,Product 2,27.0,4127
2026-01-26,Client A,Product 4,36.0,2580
2026-03-08,Client B,Product 2,14.0,1949
2026-01-08,Client G,Product 4,44.0,121
2026-02-19,Client I,Product 4,35.0,904
2026-03-11,Client A,Product 1,40.0,3634
2026-03-31,Client F,Product 5,47.0,4880
2026-03-12,Client H,Product 2,26.0,4708
2026-03-23,Client F,Product 5,9.0,906
2026-02-13,Client J,Product 4,14.0,625
2026-03-12,Client F,Product 4,12.0,4252
2026-02-02,Client G,Product 1,25.0,1265
2026-01-06,Client C,Product 3,41.0,3890
2026-03-20,Client D,Product 1,22.0,4143
2026-02-26,Client D,Product 2,21.0,2838
2026-02-27,Client B,Product 2,16.0,630
2026-02-11,Client E,Product 3,14.0,4257
2026-03-21,Client J,Product 1,35.0,941
2026-03-24,Client B,Product 5,43.0,4869
2026-03-22,Client B,Product 5,13.0,1559
2026-01-08,Client C,Product 2,9.0,2016
2026-03-16,Client H,Product 4,33.0,306
2026-03-21,Client E,Product 1,8.0,2595
2026-01-28,Client J,Product 3,22.0,3673
2026-02-07,Client A,Product 1,39.0,4770
2026-03-18,Client B,Product 4,8.0,2935
2026-01-10,Client B,Product 3,23.0,3979
2026-01-19,Client J,Product 5,41.0,159
2026-02-07,Client G,Product 4,17.0,3562
2026-01-22,Client G,Product 1,24.0,211
2026-02-19,Client C,Product 1,2.0,1384
2026-01-06,Client G,Product 3,23.0,4770
2026-01-30,Client D,Product 2,,2401
2026-03-06,Client G,Product 2,12.0,4907
2026-01-29,Client I,Product 3,30.0,1234
2026-02-04,Client D,Product 1,26.0,2171
2026-01-02,Client J,Product 2,33.0,1780
2026-01-17,Client G,Product 2,4.0,3780
2026-01-14,Client D,Product 3,40.0,3973
2026-03-06,Client H,Product 4,24.0,3222
2026-03-25,Client H,Product 3,43.0,988
2026-02-16,Client F,Product 3,26.0,1531
2026-01-21,Client I,Product 3,43.0,2291
2026-01-06,Client G,Product 3,47.0,576
2026-01-27,Client F,Product 1,49.0,1591
2026-03-25,Client D,Product 5,17.0,4955
2026-01-23,Client C,Product 3,45.0,4519
2026-01-24,Client H,Product 5,44.0,4417
2026-03-29,Client F,Product 3,48.0,1634
2026-03-30,Client D,Product 3,27.0,1725
2026-02-01,Client D,Product 1,43.0,4447
2026-03-04,Client H,Product 3,6.0,4417
2026-01-03,Client H,Product 2,19.0,2120
2026-02-04,Client H,Product 1,28.0,2344
2026-02-06,Client C,Product 4,17.0,2431
2026-03-28,Client F,Product 3,21.0,3655
2026-01-02,Client D,Product 2,24.0,3951
2026-01-07,Client H,Product 4,13.0,3458
2026-02-22,Client I,Product 4,25.0,2086
2026-03-18,Client B,Product 3,42.0,4567
2026-02-23,Client H,Product 5,34.0,4980
2026-01-19,Client H,Product 5,13.0,4497
2026-01-17,Client G,Product 3,45.0,2144
2026-03-28,Client H,Product 5,10.0,4071
2026-01-23,Client F,Product 2,14.0,2889
2026-02-19,Client E,Product 2,41.0,416
2026-03-19,Client I,Product 3,44.0,4020
2026-02-28,Client J,Product 3,34.0,1030
2026-02-23,Client F,Product 5,9.0,1744
2026-01-05,Client D,Product 1,41.0,3914
2026-01-30,Client D,Product 3,25.0,705
2026-02-27,Client F,Product 4,32.0,4185
2026-02-19,Client A,Product 3,34.0,1964
2026-01-22,Client A,Product 2,24.0,1606
2026-01-05,Client D,Product 2,17.0,4722
2026-01-11,Client E,Product 3,18.0,4460
2026-03-05,Client H,Product 1,27.0,2674
2026-02-15,Client G,Product 2,7.0,846
2026-02-20,Client F,Product 5,34.0,3176
2026-01-18,Client E,Product 5,12.0,4910
2026-01-13,Client H,Product 4,24.0,3180
2026-01-19,Client B,Product 5,23.0,2614
2026-03-24,Client J,Product 1,45.0,3574
2026-02-21,Client F,Product 2,27.0,4127
2026-03-15,Client J,Product 2,27.0,1486
2026-02-04,Client A,Product 1,19.0,4353
2026-03-24,Client I,Product 3,3.0,3240
2026-02-07,Client C,Product 3,5.0,3151
2026-03-18,Client C,Product 3,49.0,3223
2026-01-23,Client A,Product 1,38.0,1804
2026-02-19,Client J,Product 5,48.0,1890
2026-02-10,Client A,Product 2,23.0,2289
2026-02-28,Client C,Product 3,,2204
2026-01-06,Client I,Product 1,8.0,2123
2026-01-10,Client D,Product 5,42.0,3972
2026-03-21,Client B,Product 1,10.0,2290
2026-03-25,Client E,Product 5,2.0,4361
2026-03-23,Client F,Product 3,20.0,3005
2026-02-26,Client G,Product 2,22.0,2313
2026-01-03,Client F,Product 2,48.0,3758
2026-01-07,Client J,Product 2,46.0,3560
2026-03-19,Client C,Product 5,22.0,2336
2026-01-03,Client A,Product 2,43.0,2632
2026-03-22,Client C,Product 5,22.0,3417
2026-03-07,Client A,Product 2,38.0,1100
2026-02-26,Client E,Product 1,13.0,2207
2026-03-01,Client C,Product 2,20.0,3012
2026-01-23,Client E,Product 3,35.0,3356
2026-01-23,Client J,Product 1,12.0,1406
2026-03-14,Client B,Product 3,37.0,1045
2026-03-02,Client I,Product 3,12.0,4984
2026-01-24,Client B,Product 5,1.0,1602
2026-03-03,Client E,Product 5,37.0,528
2026-03-24,Client E,Product 1,21.0,450
2026-01-02,Client B,Product 4,13.0,2521
2026-01-14,Client D,Product 2,31.0,4833
2026-03-29,Client B,Product 4,36.0,4289
2026-03-11,Client H,Product 2,45.0,4389
2026-01-24,Client J,Product 1,27.0,4060
2026-03-12,Client H,Product 2,26.0,4708
2026-01-18,Client B,Product 4,34.0,1406
2026-03-26,Client F,Product 1,47.0,2757
2026-01-27,Client G,Product 2,49.0,4674
2026-03-25,Client H,Product 4,9.0,2165
2026-02-18,Client H,Product 3,7.0,1672
2026-02-21,Client C,Product 5,7.0,4846
2026-01-12,Client J,Product 4,30.0,3690
2026-03-17,Client I,Product 3,42.0,264
2026-01-03,Client F,Product 2,48.0,3758
2026-02-10,Client E,Product 3,,2184
2026-02-21,Client E,Product 3,18.0,1571
2026-02-09,Client C,Product 3,34.0,982
2026-02-06,Client B,Product 2,46.0,1504
2026-02-20,Client B,Product 3,20.0,973
2026-03-17,Client J,Product 5,20.0,1137
2026-02-13,Client J,Product 4,30.0,1993
2026-01-07,Client H,Product 4,47.0,131
2026-03-15,Client H,Product 2,18.0,2729
2026-03-29,Client B,Product 5,14.0,3712
2026-02-20,Client D,Product 3,17.0,1006
2026-01-27,Client B,Product 1,41.0,4723
2026-01-22,Client H,Product 1,46.0,4676
2026-03-28,Client G,Product 4,10.0,1179
2026-03-03,Client G,Product 4,14.0,2700
2026-03-14,Client A,Product 5,25.0,1508
2026-01-03,Client E,Product 4,18.0,4574
2026-01-16,Client H,Product 3,30.0,1617
2026-03-14,Client F,Product 5,11.0,502
2026-01-05,Client H,Product 1,19.0,2371
2026-02-05,Client G,Product 3,23.0,2241
2026-01-20,Client I,Product 4,40.0,3828
2026-03-11,Client C,Product 5,5.0,4499
2026-01-09,Client G,Product 5,15.0,3756
2026-03-25,Client F,Product 2,23.0,1468
2026-01-26,Client F,Product 3,3.0,1921
2026-01-09,Client B,Product 5,,4302
2026-01-13,Client H,Product 2,41.0,1820
2026-01-20,Client G,Product 1,3.0,1335
2026-03-18,Client I,Product 1,2.0,2468
2026-02-19,Client F,Product 2,38.0,1424
2026-02-22,Client J,Product 1,10.0,3394
2026-03-29,Client F,Product 3,25.0,3607
2026-03-12,Client A,Product 3,40.0,4110
2026-03-11,Client J,Product 2,17.0,642
2026-02-16,Client D,Product 4,9.0,4292
2026-01-03,Client F,Product 4,30.0,776
2026-03-12,Client C,Product 2,49.0,2925
2026-02-20,Client A,Product 3,49.0,1523
2026-02-17,Client D,Product 1,45.0,1114
2026-02-11,Client I,Product 4,30.0,4427
2026-03-04,Client H,Product 5,12.0,3768
2026-02-08,Client F,Product 1,22.0,852
2026-01-27,Client I,Product 3,8.0,355
2026-01-29,Client A,Product 4,20.0,1886
2026-03-05,Client B,Product 5,29.0,4770
2026-02-08,Client G,Product 5,32.0,1830
2026-03-03,Client A,Product 3,39.0,2312
2026-01-24,Client F,Product 3,33.0,1808
2026-03-27,Client D,Product 1,18.0,4271
2026-03-10,Client F,Product 2,30.0,1930
2026-02-23,Client D,Product 2,8.0,3862
2026-03-01,Client F,Product 5,3.0,2352
2026-03-01,Client F,Product 1,22.0,1087
2026-02-16,Client E,Product 5,49.0,3796
2026-03-06,Client E,Product 4,4.0,484
2026-02-06,Client H,Product 4,40.0,3595
2026-01-18,Client A,Product 4,42.0,4323
2026-03-17,Client F,Product 2,7.0,4829
2026-01-17,Client H,Product 4,6.0,3053
2026-03-25,Client F,Product 3,39.0,3697
2026-02-19,Client A,Product 2,25.0,760
2026-02-17,Client F,Product 4,36.0,3694
2026-03-04,Client H,Product 3,24.0,3090
2026-01-17,Client C,Product 5,34.0,1968
2026-03-25,Client G,Product 3,14.0,3805
2026-02-13,Client F,Product 1,49.0,4515
2026-02-12,Client J,Product 5,13.0,4542
2026-02-10,Client E,Product 2,39.0,2054
2026-02-28,Client G,Product 4,25.0,4018
2026-02-11,Client A,Product 5,16.0,2904
2026-03-15,Client B,Product 3,13.0,1709
2026-02-27,Client A,Product 4,40.0,804
2026-01-18,Client B,Product 2,14.0,2906
2026-01-22,Client E,Product 1,45.0,1755
2026-03-30,Client B,Product 1,16.0,451
2026-02-03,Client I,Product 1,8.0,539
2026-02-28,Client H,Product 1,39.0,1079
2026-03-20,Client J,Product 3,29.0,932
2026-03-05,Client J,Product 1,44.0,4929
2026-03-09,Client F,Product 5,2.0,1459
2026-01-08,Client D,Product 5,21.0,3054
2026-01-04,Client D,Product 1,19.0,4083
2026-03-28,Client E,Product 3,49.0,2431
2026-03-01,Client C,Product 5,35.0,4531
2026-01-24,Client A,Product 3,7.0,2800
2026-02-21,Client C,Product 4,46.0,372
2026-02-03,Client B,Product 1,30.0,1056
2026-03-21,Client J,Product 5,2.0,792
2026-03-23,Client I,Product 2,33.0,2665
2026-03-24,Client A,Product 2,35.0,4715
2026-01-26,Client J,Product 4,47.0,2370
2026-01-02,Client H,Product 4,33.0,824
2026-03-15,Client E,Product 2,33.0,4384
2026-01-04,Client A,Product 1,21.0,1926
2026-03-24,Client D,Product 1,23.0,1292
2026-02-23,Client I,Product 3,38.0,1711
2026-02-22,Client B,Product 5,29.0,2750
2026-03-20,Client J,Product 5,16.0,3724
2026-03-24,Client D,Product 5,48.0,185
2026-02-01,Client H,Product 4,18.0,4354
2026-01-14,Client I,Product 3,2.0,836
2026-02-18,Client H,Product 5,4.0,3993
2026-03-05,Client J,Product 3,3.0,1092
2026-03-29,Client A,Product 4,47.0,1704
2026-01-06,Client J,Product 5,10.0,832
2026-02-14,Client E,Product 3,30.0,2049
2026-02-13,Client A,Product 3,26.0,2065
2026-03-07,Client H,Product 2,19.0,2988
2026-01-20,Client F,Product 3,14.0,2849
2026-03-26,Client C,Product 4,23.0,2481
2026-03-31,Client H,Product 3,5.0,905
2026-02-10,Client F,Product 5,38.0,4896
2026-02-16,Client H,Product 5,18.0,1369
2026-01-06,Client D,Product 2,8.0,3175
2026-02-25,Client D,Product 2,9.0,3506
2026-02-09,Client J,Product 2,45.0,4588
2026-03-17,Client E,Product 1,4.0,1476
2026-01-14,Client E,Product 4,28.0,1085
2026-02-23,Client F,Product 5,31.0,3183
2026-03-27,Client E,Product 3,14.0,907
2026-02-19,Client G,Product 2,18.0,3979
2026-02-19,Client H,Product 2,41.0,4087
2026-03-08,Client G,Product 5,33.0,4941
2026-01-07,Client I,Product 2,17.0,1229
2026-01-03,Client E,Product 2,12.0,1406
2026-03-09,Client H,Product 5,16.0,1028
2026-03-17,Client F,Product 4,3.0,4736
2026-02-07,Client C,Product 3,5.0,3151
2026-01-12,Client E,Product 2,21.0,4244
2026-03-16,Client I,Product 1,17.0,540
2026-01-06,Client J,Product 5,41.0,3220
2026-01-09,Client D,Product 2,39.0,2451
2026-02-01,Client H,Product 4,29.0,743
2026-01-24,Client B,Product 2,49.0,3724
2026-03-15,Client A,Product 4,38.0,2738
2026-03-01,Client C,Product 1,15.0,618
2026-02-17,Client H,Product 4,7.0,2363
2026-03-04,Client A,Product 1,15.0,2302
2026-02-01,Client B,Product 3,18.0,3863
2026-01-27,Client C,Product 5,45.0,1913
2026-01-24,Client A,Product 2,48.0,3806
2026-01-17,Client D,Product 5,37.0,4121
